"Id","FeedItemId","FieldName","DataType","OldValueString","NewValueString","OldValueFirstName","NewValueFirstName","OldValueLastName","NewValueLastName","OldValueNumber","NewValueNumber","OldValueDate","NewValueDate"
"0D68a0000HD6eZkCQJ","0D58a00009HhC5mCAF","Who","EntityId","","","","","","","","","",""
"0D68a0000HD6eZlCQJ","0D58a00009HhC5mCAF","Who","EntityId","","","","","","","","","",""
"0D68a0000HD6eZmCQJ","0D58a00009HhC5mCAF","What","EntityId","","0068a00001M5NjK","","","","","","","",""
"0D68a0000HD6eZnCQJ","0D58a00009HhC5mCAF","What","Text","","Ecu-AJE-PILOT","","","","","","","",""
"0D68a0000HD6eZoCQJ","0D58a00009HhC5mCAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HD6eZpCQJ","0D58a00009HhGVmCAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HD6mTXCQZ","0D58a00009HhGVmCAN","Subject","DynamicEnum","","contactar equipo IPG","","","","","","","",""
"0D68a0000HD6mTYCQZ","0D58a00009HhGVmCAN","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000HD6mTZCQZ","0D58a00009HhGVmCAN","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000HD6mTaCQJ","0D58a00009HhGVmCAN","What","EntityId","","0068a00001JMnS1","","","","","","","",""
"0D68a0000HD6mTbCQJ","0D58a00009HhGVmCAN","What","Text","","ECU-La Favorita Piloto-50","","","","","","","",""
"0D68a0000HD6mTcCQJ","0D58a00009HhGVmCAN","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HD6qjbCQB","0D58a00009Hh9LICAZ","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000HD6qjcCQB","0D58a00009Hh9LICAZ","What","EntityId","","0068a00001JMnTi","","","","","","","",""
"0D68a0000HD6qjdCQB","0D58a00009Hh9LICAZ","What","Text","","ECU-Cordialsa Piloto-50","","","","","","","",""
"0D68a0000HD6qjeCQB","0D58a00009Hh9LICAZ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HDr6UGCQZ","0D58a00009HhCEOCA3","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000HDr6UHCQZ","0D58a00009HhCEOCA3","What","EntityId","","0068a00001ME40y","","","","","","","",""
"0D68a0000HDr6UICQZ","0D58a00009HhCEOCA3","What","Text","","Nestlé Queso Crema La Lechera","","","","","","","",""
"0D68a0000HDr6UJCQZ","0D58a00009HhCEOCA3","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HDrCWoCQN","0D58a00009HhLgWCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HDrCWpCQN","0D58a00009HhLgWCAV","Subject","DynamicEnum","","LLAMAR ROSAURA","","","","","","","",""
"0D68a0000HDrCWqCQN","0D58a00009HhLgWCAV","Who","EntityId","","0038a000039zpQa","","","","","","","",""
"0D68a0000HDrCWrCQN","0D58a00009HhLgWCAV","Who","Text","","","","Rossaura","","Guerrero","","","",""
"0D68a0000HDrCWsCQN","0D58a00009HhLgWCAV","What","EntityId","","0068a00001M5Neo","","","","","","","",""
"0D68a0000HDrCWtCQN","0D58a00009HhLgWCAV","What","Text","","Ecu-TONI-LECHE PRIMER TRIM","","","","","","","",""
"0D68a0000HDrCWuCQN","0D58a00009HhLgWCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HESvTRCQ1","0D58a00009IHuMaCAL","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEbJFsCQN","0D58a00009IJLi1CAH","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEbJFtCQN","0D58a00009IJLi1CAH","Subject","DynamicEnum","","seguimiento Ericka Villavicencio","","","","","","","",""
"0D68a0000HEbJFuCQN","0D58a00009IJLi1CAH","Who","EntityId","","","","","","","","","",""
"0D68a0000HEbJFvCQN","0D58a00009IJLi1CAH","Who","EntityId","","","","","","","","","",""
"0D68a0000HEbKajCQF","0D58a00009IJLi1CAH","What","EntityId","","0068a00001M5NjK","","","","","","","",""
"0D68a0000HEbKakCQF","0D58a00009IJLi1CAH","What","Text","","Ecu-AJE-PILOT","","","","","","","",""
"0D68a0000HEbKalCQF","0D58a00009IJLi1CAH","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEonF4CQJ","0D58a00009IXncFCAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEonF5CQJ","0D58a00009IXncFCAT","Subject","DynamicEnum","","Definir Tiendas campaña Kataboom","","","","","","","",""
"0D68a0000HEonF6CQJ","0D58a00009IXncFCAT","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000HEonF7CQJ","0D58a00009IXncFCAT","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000HEopHbCQJ","0D58a00009IXncFCAT","What","EntityId","","0068a00001M7UWs","","","","","","","",""
"0D68a0000HEopHcCQJ","0D58a00009IXncFCAT","What","Text","","Ecu-Confiteca- Katabooom Pilot-50","","","","","","","",""
"0D68a0000HEopHdCQJ","0D58a00009IXncFCAT","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEopLCCQZ","0D58a00009IXoTMCA1","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEopLDCQZ","0D58a00009IXoTMCA1","Subject","DynamicEnum","","Llamar Cordialsa:  Chocolates, Aceites, Pañalin, Lavatodo","","","","","","","",""
"0D68a0000HEopLECQZ","0D58a00009IXoTMCA1","Who","EntityId","","0038a00003C5abV","","","","","","","",""
"0D68a0000HEopLFCQZ","0D58a00009IXoTMCA1","Who","Text","","","","Gabriela","","Erraez","","","",""
"0D68a0000HEoqZ7CQJ","0D58a00009IXoujCAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEoqZ8CQJ","0D58a00009IXoujCAD","Subject","DynamicEnum","","Arrancar acercamiento con Bimbo","","","","","","","",""
"0D68a0000HEoqZ9CQJ","0D58a00009IXoujCAD","Who","EntityId","","0038a00003C5721","","","","","","","",""
"0D68a0000HEoqZACQZ","0D58a00009IXoujCAD","Who","Text","","","","Ronald","","Armas","","","",""
"0D68a0000HEoqZBCQZ","0D58a00009IXoujCAD","What","EntityId","","0068a00001M8kB0","","","","","","","",""
"0D68a0000HEoqZCCQZ","0D58a00009IXoujCAD","What","Text","","Ecu-Bimbo-Pilot","","","","","","","",""
"0D68a0000HEoqZDCQZ","0D58a00009IXoujCAD","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEoqg2CQB","0D58a00009IXoxMCAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEoqg3CQB","0D58a00009IXoxMCAT","Subject","DynamicEnum","","seguimiento reunión La Fabril - Aceite Favorita","","","","","","","",""
"0D68a0000HEorpMCQR","0D58a00009IXpMNCA1","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEorpNCQR","0D58a00009IXpMNCA1","Subject","DynamicEnum","","Llamar Viviana","","","","","","","",""
"0D68a0000HEorpOCQR","0D58a00009IXpMNCA1","Who","EntityId","","0038a00003A1ZaS","","","","","","","",""
"0D68a0000HEorpPCQR","0D58a00009IXpMNCA1","Who","Text","","","","Viviana","","Vallejo","","","",""
"0D68a0000HEorpQCQR","0D58a00009IXpMNCA1","What","EntityId","","0068a00001M5Nkm","","","","","","","",""
"0D68a0000HEorpRCQR","0D58a00009IXpMNCA1","What","Text","","Ecu-LOTERIA NACIONAL-Followup-50","","","","","","","",""
"0D68a0000HEorpSCQR","0D58a00009IXpMNCA1","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEot4ACQR","0D58a00009IXpnZCAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEot4BCQR","0D58a00009IXpnZCAT","Subject","DynamicEnum","","Seguimiento Susy: Queso Crema","","","","","","","",""
"0D68a0000HEot4CCQR","0D58a00009IXpnZCAT","Who","EntityId","","0038a00003C69Ln","","","","","","","",""
"0D68a0000HEot4DCQR","0D58a00009IXpnZCAT","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000HEot4ECQR","0D58a00009IXpnZCAT","What","EntityId","","0068a00001ME40y","","","","","","","",""
"0D68a0000HEot4FCQR","0D58a00009IXpnZCAT","What","Text","","Nestlé Queso Crema La Lechera","","","","","","","",""
"0D68a0000HEot4GCQR","0D58a00009IXpnZCAT","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEot4HCQR","0D58a00009IXpnaCAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEot4ICQR","0D58a00009IXpnaCAD","Subject","DynamicEnum","","Seguimiento Piloto Propuesto","","","","","","","",""
"0D68a0000HEot4JCQR","0D58a00009IXpnaCAD","Who","EntityId","","0038a00003A0xTf","","","","","","","",""
"0D68a0000HEot4KCQR","0D58a00009IXpnaCAD","Who","Text","","","","Alejandra","","Marmol","","","",""
"0D68a0000HEotLLCQZ","0D58a00009IXpnaCAD","What","EntityId","","0068a00001M5Ngz","","","","","","","",""
"0D68a0000HEotLMCQZ","0D58a00009IXpnaCAD","What","Text","","Ecu-ALPINA-PILOT-50","","","","","","","",""
"0D68a0000HEotLNCQZ","0D58a00009IXpnaCAD","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEothkCQB","0D58a00009IXoxMCAT","Who","EntityId","","0038a00003C5aZf","","","","","","","",""
"0D68a0000HEothlCQB","0D58a00009IXoxMCAT","Who","Text","","","","Gustavo","","Murillo","","","",""
"0D68a0000HEothmCQB","0D58a00009IXoxMCAT","What","EntityId","","0068a00001JMnS1","","","","","","","",""
"0D68a0000HEothnCQB","0D58a00009IXoxMCAT","What","Text","","ECU-La Favorita Piloto-50","","","","","","","",""
"0D68a0000HEothoCQB","0D58a00009IXoxMCAT","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEou2TCQR","0D58a00009IXoTMCA1","What","EntityId","","0068a00001JMnTi","","","","","","","",""
"0D68a0000HEou2UCQR","0D58a00009IXoTMCA1","What","Text","","ECU-Cordialsa Piloto-50","","","","","","","",""
"0D68a0000HEou2VCQR","0D58a00009IXoTMCA1","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HEpE97CQF","0D58a00009IXyJsCAL","feedEvent","Text","","","","","","","","","",""
"0D68a0000HEpE98CQF","0D58a00009IXyJsCAL","Subject","DynamicEnum","","Seguimiento Nestle Pilot","","","","","","","",""
"0D68a0000HEpE99CQF","0D58a00009IXyJsCAL","Who","EntityId","","0038a00003A1ZVD","","","","","","","",""
"0D68a0000HEpE9ACQV","0D58a00009IXyJsCAL","Who","Text","","","","Gabriela","","Espinosa","","","",""
"0D68a0000HEpE9BCQV","0D58a00009IXyJsCAL","What","EntityId","","0068a00001M87y1","","","","","","","",""
"0D68a0000HEpE9CCQV","0D58a00009IXyJsCAL","What","Text","","Ecu-Nestle-Pilot-100","","","","","","","",""
"0D68a0000HEpE9DCQV","0D58a00009IXyJsCAL","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HFRVTMCQ5","0D58a00009J0LFfCAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HFRVTNCQ5","0D58a00009J0LFfCAN","Subject","DynamicEnum","","Seguimiento reunión presentación Cordialsa","","","","","","","",""
"0D68a0000HFRVTOCQ5","0D58a00009J0LFfCAN","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000HFRVTPCQ5","0D58a00009J0LFfCAN","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000HFRVTQCQ5","0D58a00009J0LFfCAN","What","EntityId","","0068a00001JMnTi","","","","","","","",""
"0D68a0000HFRVTRCQ5","0D58a00009J0LFfCAN","What","Text","","ECU-Cordialsa Piloto-50","","","","","","","",""
"0D68a0000HFRVTSCQ5","0D58a00009J0LFfCAN","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HFRVhLCQX","0D58a00009J0JV9CAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HFRVhMCQX","0D58a00009J0JV9CAN","Subject","DynamicEnum","","Reunión seguimiento a reunión cancelada x cliente","","","","","","","",""
"0D68a0000HFRVhNCQX","0D58a00009J0JV9CAN","Who","EntityId","","0038a00003C5aQr","","","","","","","",""
"0D68a0000HFRVhOCQX","0D58a00009J0JV9CAN","Who","Text","","","","Johnny","","Arevalo","","","",""
"0D68a0000HFRVhPCQX","0D58a00009J0JV9CAN","What","EntityId","","0068a00001JMnS1","","","","","","","",""
"0D68a0000HFRVhQCQX","0D58a00009J0JV9CAN","What","Text","","ECU-La Favorita Piloto-50","","","","","","","",""
"0D68a0000HFRVhRCQX","0D58a00009J0JV9CAN","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HG4IMNCQ3","0D58a00009J27juCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HG4IMOCQ3","0D58a00009J27juCAB","Subject","DynamicEnum","","LLAMADA MARZO","","","","","","","",""
"0D68a0000HG4IMPCQ3","0D58a00009J27juCAB","Location","Text","","","","","","","","","",""
"0D68a0000HG4IMQCQ3","0D58a00009J27juCAB","StartDateTime","DateTime","","","","","","","","","","2023-03-03 19:00:00"
"0D68a0000HG4Iw5CQF","0D58a00009J27afCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HG4Iw6CQF","0D58a00009J27afCAB","Subject","DynamicEnum","","LLAMADA HUMAN CONNECTION AGENCIA PEÑAFIEL","","","","","","","",""
"0D68a0000HG4JXICQ3","0D58a00009J27pnCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HG4JXJCQ3","0D58a00009J27pnCAB","Subject","DynamicEnum","","REPORTE DE RESULTADOS","","","","","","","",""
"0D68a0000HG4JXKCQ3","0D58a00009J27pnCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4JXLCQ3","0D58a00009J27pnCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4JXMCQ3","0D58a00009J27pnCAB","What","EntityId","","0018a000020sbUk","","","","","","","",""
"0D68a0000HG4JXNCQ3","0D58a00009J27pnCAB","What","Text","","VIDEOCINE","","","","","","","",""
"0D68a0000HG4JXOCQ3","0D58a00009J27pnCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HG4JdeCQF","0D58a00009J27afCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4JdfCQF","0D58a00009J27afCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4JdgCQF","0D58a00009J27afCAB","What","EntityId","","0018a000020sbSY","","","","","","","",""
"0D68a0000HG4JdhCQF","0D58a00009J27afCAB","What","Text","","PEÑAFIEL","","","","","","","",""
"0D68a0000HG4JdiCQF","0D58a00009J27afCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HG4JlKCQV","0D58a00009J27juCAB","EndDateTime","DateTime","","","","","","","","","","2023-03-03 20:00:00"
"0D68a0000HG4JlLCQV","0D58a00009J27juCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HG4KK8CQN","0D58a00009J28B4CAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HG4KK9CQN","0D58a00009J28B4CAJ","Subject","DynamicEnum","","REVISAR CAMPAÑAS PARA ABRIL (SAMS CLUB)","","","","","","","",""
"0D68a0000HG4KKACQ3","0D58a00009J28B4CAJ","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4KNXCQ3","0D58a00009J28B4CAJ","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4KNYCQ3","0D58a00009J28B4CAJ","What","EntityId","","0068a00001JMmWl","","","","","","","",""
"0D68a0000HG4KNZCQ3","0D58a00009J28B4CAJ","What","Text","","CASHI","","","","","","","",""
"0D68a0000HG4KNaCQN","0D58a00009J28B4CAJ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HG4c9CCQR","0D58a00009J2E8xCAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HG4c9DCQR","0D58a00009J2E8xCAF","Subject","DynamicEnum","","PROXIMA CAMPAÑA MARZO","","","","","","","",""
"0D68a0000HG4c9ECQR","0D58a00009J2E8xCAF","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4cAiCQJ","0D58a00009J2E8xCAF","Who","EntityId","","","","","","","","","",""
"0D68a0000HG4cAjCQJ","0D58a00009J2E8xCAF","What","EntityId","","0018a000020tbde","","","","","","","",""
"0D68a0000HG4cAkCQJ","0D58a00009J2E8xCAF","What","Text","","Diamond Films - España","","","","","","","",""
"0D68a0000HG4cAlCQJ","0D58a00009J2E8xCAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHpYdUCQV","0D58a00009JaMw6CAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHpYdVCQV","0D58a00009JaMw6CAF","Subject","DynamicEnum","","Confirmada Pauta de Frugos desde el 21/2 al 20/2","","","","","","","",""
"0D68a0000HHpYdWCQV","0D58a00009JaMw6CAF","Who","EntityId","","0038a000038NCRV","","","","","","","",""
"0D68a0000HHpYdXCQV","0D58a00009JaMw6CAF","Who","Text","","","","JIMMY","","GUEVARA","","","",""
"0D68a0000HHpYdYCQV","0D58a00009JaMw6CAF","What","EntityId","","0018a000023hvKC","","","","","","","",""
"0D68a0000HHpYdZCQV","0D58a00009JaMw6CAF","What","Text","","COCA COLA","","","","","","","",""
"0D68a0000HHpYdaCQF","0D58a00009JaMw6CAF","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHpxmkCQB","0D58a00009JaU9UCAV","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHq28kCQB","0D58a00009JabsKCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHq28lCQB","0D58a00009JabsKCAR","Subject","DynamicEnum","","Revisar el tema de la campaña para Marzo","","","","","","","",""
"0D68a0000HHq28mCQB","0D58a00009JabsKCAR","Who","EntityId","","","","","","","","","",""
"0D68a0000HHq28nCQB","0D58a00009JabsKCAR","Who","EntityId","","","","","","","","","",""
"0D68a0000HHq28oCQB","0D58a00009JabsKCAR","What","EntityId","","0068a00001M6NmW","","","","","","","",""
"0D68a0000HHq28pCQB","0D58a00009JabsKCAR","What","Text","","MEX-VOLARIS-150","","","","","","","",""
"0D68a0000HHq28qCQB","0D58a00009JabsKCAR","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHq3cFCQR","0D58a00009JacN3CAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHq3cGCQR","0D58a00009JacN3CAJ","Subject","DynamicEnum","","revisar fecha inicio de campaña marzo","","","","","","","",""
"0D68a0000HHq3cHCQR","0D58a00009JacN3CAJ","Who","EntityId","","","","","","","","","",""
"0D68a0000HHq3cICQR","0D58a00009JacN3CAJ","Who","EntityId","","","","","","","","","",""
"0D68a0000HHq3cJCQR","0D58a00009JacN3CAJ","What","EntityId","","0068a00001M8WIF","","","","","","","",""
"0D68a0000HHq3cKCQR","0D58a00009JacN3CAJ","What","Text","","MEX-SAZONADORES -150","","","","","","","",""
"0D68a0000HHq3cLCQR","0D58a00009JacN3CAJ","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHq55qCQB","0D58a00009JacrlCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHq55rCQB","0D58a00009JacrlCAB","Subject","DynamicEnum","","Revisar próximas campañas","","","","","","","",""
"0D68a0000HHq55sCQB","0D58a00009JacrlCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HHq55tCQB","0D58a00009JacrlCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HHq55uCQB","0D58a00009JacrlCAB","What","EntityId","","0068a00001M8WEX","","","","","","","",""
"0D68a0000HHq55vCQB","0D58a00009JacrlCAB","What","Text","","MEX-VIVAEROBUS-100","","","","","","","",""
"0D68a0000HHq55wCQB","0D58a00009JacrlCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHq9UGCQZ","0D58a00009JacrnCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHq9UHCQZ","0D58a00009JacrnCAB","Subject","DynamicEnum","","Meeting","","","","","","","",""
"0D68a0000HHq9UICQZ","0D58a00009JacrnCAB","Location","Text","","","","","","","","","",""
"0D68a0000HHq9WDCQZ","0D58a00009JaZRiCAN","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHq9WECQZ","0D58a00009JaZRiCAN","Subject","DynamicEnum","","mediaday starcom (cuenta procter and gamble)","","","","","","","",""
"0D68a0000HHqAyDCQV","0D58a00009JacrnCAB","StartDateTime","DateTime","","","","","","","","","","2023-03-02 20:00:00"
"0D68a0000HHqAyECQV","0D58a00009JacrnCAB","EndDateTime","DateTime","","","","","","","","","","2023-03-02 21:00:00"
"0D68a0000HHqAyFCQV","0D58a00009JacrnCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHqCTyCQN","0D58a00009JaZRiCAN","Who","EntityId","","","","","","","","","",""
"0D68a0000HHqCTzCQN","0D58a00009JaZRiCAN","Who","EntityId","","","","","","","","","",""
"0D68a0000HHqCU0CQN","0D58a00009JaZRiCAN","What","EntityId","","0068a00001M8WFa","","","","","","","",""
"0D68a0000HHqCU1CQN","0D58a00009JaZRiCAN","What","Text","","MEX-HEALTHCARE- 200","","","","","","","",""
"0D68a0000HHqCU2CQN","0D58a00009JaZRiCAN","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHqDCwCQN","0D58a00009JaU9UCAV","Subject","DynamicEnum","","Revisión planes de procter and gamble","","","","","","","",""
"0D68a0000HHqDCxCQN","0D58a00009JaU9UCAV","Location","Text","","","","","","","","","",""
"0D68a0000HHqDCyCQN","0D58a00009JaU9UCAV","StartDateTime","DateTime","","","","","","","","","","2023-03-10 20:00:00"
"0D68a0000HHqDCzCQN","0D58a00009JaU9UCAV","EndDateTime","DateTime","","","","","","","","","","2023-03-10 21:00:00"
"0D68a0000HHqDD0CQN","0D58a00009JaU9UCAV","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHqH1sCQF","0D58a00009Jah0zCAB","feedEvent","Text","","","","","","","","","",""
"0D68a0000HHqH1tCQF","0D58a00009Jah0zCAB","Subject","DynamicEnum","","Revisar para que fecha arranca campaña de agua","","","","","","","",""
"0D68a0000HHqH1uCQF","0D58a00009Jah0zCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HHqH1vCQF","0D58a00009Jah0zCAB","Who","EntityId","","","","","","","","","",""
"0D68a0000HHqH1wCQF","0D58a00009Jah0zCAB","What","EntityId","","0068a00001M6ZtV","","","","","","","",""
"0D68a0000HHqH26CQF","0D58a00009Jah0zCAB","What","Text","","MEX-AGUASTAMARIA-150","","","","","","","",""
"0D68a0000HHqH27CQF","0D58a00009Jah0zCAB","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HHqHZJCQ3","0D58a00009JaPwlCAF","feedEvent","Text","","","","","","","","","",""
"0D68a0000HIMnPJCQ1","0D58a00009K6cuGCAR","feedEvent","Text","","","","","","","","","",""
"0D68a0000HIMnPKCQ1","0D58a00009K6cuGCAR","Subject","DynamicEnum","","Pago de 1er mes","","","","","","","",""
"0D68a0000HIMnPLCQ1","0D58a00009K6cuGCAR","Who","EntityId","","0038a00003A0xXD","","","","","","","",""
"0D68a0000HIMnPMCQ1","0D58a00009K6cuGCAR","Who","Text","","","","Valeria","","Aspiazu","","","",""
"0D68a0000HIMnPNCQ1","0D58a00009K6cuGCAR","What","EntityId","","0068a00001M8hsB","","","","","","","",""
"0D68a0000HIMnPOCQ1","0D58a00009K6cuGCAR","What","Text","","Ecu-Coca Cola-Piloto Feb Mar-35","","","","","","","",""
"0D68a0000HIMnPPCQ1","0D58a00009K6cuGCAR","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HIu1qnCQB","0D58a00009K82ShCAJ","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJkKC6CQN","0D58a00009KRAtDCAX","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJkKC7CQN","0D58a00009KRAtDCAX","Subject","DynamicEnum","","Mandar correo a Viviana y equipo","","","","","","","",""
"0D68a0000HJkKC8CQN","0D58a00009KRAtDCAX","Who","EntityId","","0038a00003A1ZaS","","","","","","","",""
"0D68a0000HJkKC9CQN","0D58a00009KRAtDCAX","Who","Text","","","","Viviana","","Vallejo","","","",""
"0D68a0000HJkKCACQ3","0D58a00009KRAtDCAX","What","EntityId","","0068a00001M5Nkm","","","","","","","",""
"0D68a0000HJkKCGCQ3","0D58a00009KRAtDCAX","What","Text","","Ecu-LOTERIA NACIONAL-Followup-50","","","","","","","",""
"0D68a0000HJkKCHCQ3","0D58a00009KRAtDCAX","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HJkOyFCQV","0D58a00009KRABnCAP","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJkOyGCQV","0D58a00009KRABnCAP","Subject","DynamicEnum","","Seguimiento x chat a susy","","","","","","","",""
"0D68a0000HJkOyHCQV","0D58a00009KRABnCAP","Who","EntityId","","0038a00003C69Ln","","","","","","","",""
"0D68a0000HJkOyICQV","0D58a00009KRABnCAP","Who","Text","","","","Susana","","Benitez","","","",""
"0D68a0000HJkOyJCQV","0D58a00009KRABnCAP","What","EntityId","","0068a00001ME40y","","","","","","","",""
"0D68a0000HJkOyKCQV","0D58a00009KRABnCAP","What","Text","","ECU-Nestlé-QuesoCrema La Lechera-30","","","","","","","",""
"0D68a0000HJkOyLCQV","0D58a00009KRABnCAP","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HJmBN6CQN","0D58a00009KRyL0CAL","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJmBN7CQN","0D58a00009KRyL0CAL","Subject","DynamicEnum","","Seguimiento Movistar","","","","","","","",""
"0D68a0000HJmBN8CQN","0D58a00009KRyL0CAL","Who","EntityId","","00Q8a00001v6X9N","","","","","","","",""
"0D68a0000HJmCwZCQV","0D58a00009KRyL0CAL","Who","Text","","","","Victoria","","Ponce","","","",""
"0D68a0000HJmCwaCQF","0D58a00009KRyL0CAL","What","EntityId","","","","","","","","","",""
"0D68a0000HJmCwbCQF","0D58a00009KRyL0CAL","What","EntityId","","","","","","","","","",""
"0D68a0000HJmCwcCQF","0D58a00009KRyL0CAL","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HJmDXOCQ3","0D58a00009KRzHzCAL","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJmDXPCQ3","0D58a00009KRzHzCAL","Subject","DynamicEnum","","Seguimiento Colgate","","","","","","","",""
"0D68a0000HJmDXQCQ3","0D58a00009KRzHzCAL","Who","EntityId","","00Q8a00001vC6RZ","","","","","","","",""
"0D68a0000HJmEegCQF","0D58a00009KRztGCAT","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJmEehCQF","0D58a00009KRztGCAT","Subject","DynamicEnum","","Seguimiento Grupo Bimbo","","","","","","","",""
"0D68a0000HJmEeiCQF","0D58a00009KRztGCAT","Who","EntityId","","00Q8a00001v6X6t","","","","","","","",""
"0D68a0000HJmEejCQF","0D58a00009KRztGCAT","Who","Text","","","","Esteban","","De los Ríos","","","",""
"0D68a0000HJmEv8CQF","0D58a00009KRztGCAT","What","EntityId","","","","","","","","","",""
"0D68a0000HJmEv9CQF","0D58a00009KRztGCAT","What","EntityId","","","","","","","","","",""
"0D68a0000HJmEvACQV","0D58a00009KRztGCAT","__RecordType__","Text","","","","","","","","","",""
"0D68a0000HJmFZCCQ3","0D58a00009KS089CAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJmFZDCQ3","0D58a00009KS089CAD","Subject","DynamicEnum","","Seguimiento César Cedeño","","","","","","","",""
"0D68a0000HJmGuBCQV","0D58a00009KS0fiCAD","feedEvent","Text","","","","","","","","","",""
"0D68a0000HJmGuCCQV","0D58a00009KS0fiCAD","Subject","DynamicEnum","","seguimiento mail a pronaca","","","","","","","",""
"0D68a0000HJmGuDCQV","0D58a00009KS0fiCAD","Who","EntityId","","00Q8a00001vC6ub","","","","","","","",""
