"Id","IsDeleted","MasterRecordId","Name","Type","RecordTypeId","ParentId","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","BillingStateCode","BillingCountryCode","BillingLatitude","BillingLongitude","BillingGeocodeAccuracy","ShippingStreet","ShippingCity","ShippingState","ShippingPostalCode","ShippingCountry","ShippingStateCode","ShippingCountryCode","ShippingLatitude","ShippingLongitude","ShippingGeocodeAccuracy","Phone","Fax","AccountNumber","Website","Sic","Industry","AnnualRevenue","NumberOfEmployees","Ownership","TickerSymbol","Description","Rating","Site","CurrencyIsoCode","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","IsExcludedFromRealign","Jigsaw","JigsawCompanyId","AccountSource","SicDesc","OperatingHoursId","Abi_Rating__c","Account_Id__c","Ad_Plays__c","Age_Range__c","AreaCode__c","Asset__c","AvailableSockets__c","AvailableSpace__c","Avg_Ad_Exposure__c","Brand__c","BusinessmanName__c","ChannelType__c","Channel__c","City__c","Company__c","ConfirmedAddress__c","Country__c","DRV_Regional__c","Department__c","Emotions__c","FirstCluster__c","Gender__c","Height__c","Hours_of_Operation__c","Impression__c","Latitude__c","Layer__c","LegalRepresentative__c","LinkedIn__c","Location_of_Premises__c","Longitude__c","Medio__c","OnlySellAlcohol__c","PicturesStore__c","PreferredHoursAndDays__c","Product__c","Region__c","SAG_Gerencia__c","Second_Cluster__c","Service_Day__c","Service_Hours__c","Services__c","Size__c","SquareMetre__c","StoreAccess__c","StoreHours__c","TaxId__c","Third_Cluster__c","UEN_Sales_division__c","Unique_Views__c","Unique_Visitors__c","Views__c","Visitors__c","WallMaterialShown__c","Winkel_Rating__c","Zone__c"
"0018a000020QMAOAA4","0","","MX-PUE-100575523","","0128a000000NQFW","000000000000000AAA","AVENIDA AUTOMOCION 5","SAN LORENZO ALMECATLA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2228638269","","100575523","","","","","","","","NP-MODELORAMA AGENCIA MATRIZ","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000990","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.140084","","","","","-98.254797","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAPAA4","0","","MX-PUE-100576765","","0128a000000NQFW","000000000000000AAA","141 PONIENTE 2909","FRACCIONAMIENTO SANTA CLA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2215977056","","100576765","","","","","","","","NP-MODELORAMA SANTA CLARA","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000991","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","18.983711","","","","","-98.275585","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAQAA4","0","","MX-PUE-100576769","","0128a000000NQFW","000000000000000AAA","15 SUR 11301 1 A","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2224877838","","100576769","","","","","","","","NP-MODELORAMA PERIFERICO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000992","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","18.992679","","","","","-98.250364","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMARAA4","0","","MX-PUE-100576811","","0128a000000NQFW","000000000000000AAA","24 SUR 3910 A","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2228354534","","100576811","","","","","","","","NP-MODELORAMA 24 SUR","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000993","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.2065","","","","","-98.1919","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMASAA4","0","","MX-PUE-100576813","","0128a000000NQFW","000000000000000AAA","24 NORTE 211","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2222503713","","100576813","","","","","","","","NP-MODELORAMA RESURGIMIENTO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000994","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.38","","","","","-98.1836","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMATAA4","0","","MX-PUE-100576815","","0128a000000NQFW","000000000000000AAA","LADERA 13311","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2228659830","","100576815","","","","","","","","NP-MODELORAMA SANTA ROSA","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000995","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","18.970968","","","","","-98.244585","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAUAA4","0","","MX-PUE-100576822","","0128a000000NQFW","000000000000000AAA","15 DE MAYO 3729","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2223606810","","100576822","","","","","","","","NP-MODELORAMA QUINCE DE MAYO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000996","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.69462","","","","","-98.219805","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAVAA4","0","","MX-PUE-100576888","","0128a000000NQFW","000000000000000AAA","PROL 11 SUR 15701","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2226678729","","100576888","","","","","","","","NP-PTO MOD SAN RAMON LIMONES","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000997","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","18.96457","","","","","-98.26793","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAWAA4","0","","MX-PUE-100576948","","0128a000000NQFW","000000000000000AAA","BOULEVARD MONTERREY 13 A","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2221179660","","100576948","","","","","","","","PUNTO MODELO MONTERREY","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000998","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.58823","","","","","-98.135087","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAXAA4","0","","MX-PUE-100576949","","0128a000000NQFW","000000000000000AAA","14 SUR 4308 A","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2211720005","","100576949","","","","","","","","NP-PUNTO MODELO 14 SUR GRANJAS","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0000999","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","18.99036","","","","","-98.214282","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAYAA4","0","","MX-PUE-100576950","","0128a000000NQFW","000000000000000AAA","CUAUTLANCINGO 16","CUAUTLANCINGO","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2227086107","","100576950","","","","","","","","NP-PUNTO MODELO CUAUTLANCINGO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001000","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.88711","","","","","-98.266084","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAZAA4","0","","MX-PUE-100576957","","0128a000000NQFW","000000000000000AAA","CALZADA MANANTIALES 912","SAN PEDRO CHOLULA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2221314047","","100576957","","","","","","","","NP-PUNTO MODELO MANANTIALES","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001001","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.76518","","","","","-98.279153","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAaAAO","0","","MX-PUE-100576963","","0128a000000NQFW","000000000000000AAA","AVENIDA NACIONAL 5951 A","HEROICA PUEBLA DE ZARAGOZA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2224362023","","100576963","","","","","","","","NP-PTO MOD PROGRESO PUEBLA","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001002","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.18373","","","","","-98.226427","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAbAAO","0","","MX-PUE-100576992","","0128a000000NQFW","000000000000000AAA","FRAY JUAN DE ALAMEDA","BARRIO TERCERO","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2481032887","","100576992","","","","","","","","NP-MOD HUEJOTZINGO FEDERAL","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001003","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.169325","","","","","-98.409571","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMAcAAO","0","","MX-YUC-100583084","","0128a000000NQFW","000000000000000AAA","CALLE 49 827","M‚??√¢RIDA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","9991986409","","100583084","","","","","","","","MODELORAMA EL VENAO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001004","","","","","","","","","","","","","","","","Sureste","","","","","","","","21.2309","","","","","-89.716754","","","","","","","CMM M Merida","","","","","","","","","N/A","","CMM Sureste_Yucatan","","","","","","",""
"0018a000020QMAdAAO","0","","MX-YUC-100583090","","0128a000000NQFW","000000000000000AAA","CALLE 8 NO 388","M‚??√¢RIDA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","9993458667","","100583090","","","","","","","","MODELORAMA LA PERLA NEGRA","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001005","","","","","","","","","","","","","","","","Sureste","","","","","","","","20.938139","","","","","-89.588723","","","","","","","CMM M Merida","","","","","","","","","N/A","","CMM Sureste_Yucatan","","","","","","",""
"0018a000020QMAeAAO","0","","MX-JAL-100585302","","0128a000000NQFW","000000000000000AAA","MESA CENTRAL 444 COL. BELISARIO DOMINGUEZ CP 44260, ZAPOPAN, JALISCO","Zapopan","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","3335060905","","100585302","","","","","","","","Modelorama Mesa Central","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001006","","","","","","","","","","","","","","","","Centro Pacifico","","","","","","","","20.703588","","","","","-103.317973","","","","","","","CMM Zapopan","","","","","","","","","N/A","","CMM Occidente","","","","","","",""
"0018a000020QMAfAAO","0","","MX-COA-100603444","","0128a000000NQFW","000000000000000AAA","CALLE PIRUL NO 377","","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","8711888048","","100603444","","","","","","","","MODELORAMA LOS SAUCES","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001007","","","","","","","","","","","","","","","","Norte","","","","","","","","25.525529","","","","","-103.339552","","","","","","","CMM M Torreon","","","","","","","","","N/A","","CMM Norte","","","","","","",""
"0018a000020QMAgAAO","0","","MX-COL-100608455","","0128a000000NQFW","000000000000000AAA","IGNACIO SANDOVAL 549 A","COLIMA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","3121096616","","100608455","","","","","","","","NP-CMO PUNTO MODELO PEGASO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001008","","","","","","","","","","","","","","","","Centro Pacifico","","","","","","","","19.247375","","","","","-103.717398","","","","","","","CMM Colima","","","","","","","","","N/A","","CMM Colima","","","","","","",""
"0018a000020QMAhAAO","0","","MX-COL-100613044","","0128a000000NQFW","000000000000000AAA","ACAPULCO 349","COLIMA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","3121376589","","100613044","","","","","","","","NP-CMO MODELORAMA PARAISO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001009","","","","","","","","","","","","","","","","Centro Pacifico","","","","","","","","19.229537","","","","","-103.70271","","","","","","","CMM Colima","","","","","","","","","N/A","","CMM Colima","","","","","","",""
"0018a000020QMAiAAO","0","","MX-YUC-100613588","","0128a000000NQFW","000000000000000AAA","57 339","M‚??√¢RIDA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","9996446223","","100613588","","","","","","","","MODELORAMA CHUMINOPOLIS","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001010","","","","","","","","","","","","","","","","Sureste","","","","","","","","20.968691","","","","","-89.60194","","","","","","","CMM M Merida","","","","","","","","","N/A","","CMM Sureste_Yucatan","","","","","","",""
"0018a000020QMAjAAO","0","","MX-YUC-100613665","","0128a000000NQFW","000000000000000AAA","CALLE 16, NUMERO EXTERIOR 156 x 15 y 17, NUMERO INTERIOR S/N, COLONIA MULSAY, MUNICIPIO M‚??√¢RIDA, ESTADO YUCAT‚??√?N, M‚??√¢XICO C.P","M‚??¬©rida","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","9994593331","","100613665","","","","","","","","Modelorama Mulsy","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001011","","","","","","","","","","","","","","","","Sureste","","","","","","","","20.972933","","","","","-89.671998","","","","","","","CMM M Merida","","","","","","","","","N/A","","CMM Sureste_Yucatan","","","","","","",""
"0018a000020QMAkAAO","0","","MX-SON-100613751","","0128a000000NQFW","000000000000000AAA","PROLONGACI‚??√¨N AV. TECNOL‚??√¨GICO #245, LUIS DONALDO COLOSIO, C.P. 84066","Nogales","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6311067047","","100613751","","","","","","","","Modelorama Yaqui","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001012","","","","","","","","","","","","","","","","Norte","","","","","","","","31.279629","","","","","-110.973063","","","","","","","CMM Nogales","","","","","","","","","N/A","","CMM Sonora","","","","","","",""
"0018a000020QMAlAAO","0","","MX-SON-100613893","","0128a000000NQFW","000000000000000AAA","CALLE 20 S/N, AVENIDA 2 Y 3, GUAYMAS CENTRO, 85400","Guaymas","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6221312519","","100613893","","","","","","","","Modelorama Calle 20","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001013","","","","","","","","","","","","","","","","Norte","","","","","","","","27.916658","","","","","-110.891141","","","","","","","CMM Guaymas","","","","","","","","","N/A","","CMM Sonora","","","","","","",""
"0018a000020QMAmAAO","0","","MX-SON-100613908","","0128a000000NQFW","000000000000000AAA","NICOLAS BRAVO, DISTRITO 7 DE NOVIEMBRE ESQUINA, 83340","Hermosillo","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6621146267","","100613908","","","","","","","","Modelorama Nicolas Bravo","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001014","","","","","","","","","","","","","","","","Norte","","","","","","","","28.845441","","","","","-111.492378","","","","","","","CMM M Hermosillo","","","","","","","","","N/A","","CMM Sonora","","","","","","",""
"0018a000020QMAnAAO","0","","MX-YUC-100614157","","0128a000000NQFW","000000000000000AAA","CALLE 42 NO 316","M‚??√¢RIDA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","9991200001","","100614157","","","","","","","","MODELORAMA COMBOY","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001015","","","","","","","","","","","","","","","","Sureste","","","","","","","","21.39204","","","","","-89.624544","","","","","","","CMM M Merida","","","","","","","","","N/A","","CMM Sureste_Yucatan","","","","","","",""
"0018a000020QMAoAAO","0","","MX-YUC-100614245","","0128a000000NQFW","000000000000000AAA","CALLE57A NO 300","M‚??√¢RIDA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","9991202277","","100614245","","","","","","","","MODELORAMA LA ROCA","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001016","","","","","","","","","","","","","","","","Sureste","","","","","","","","20.960711","","","","","-89.673964","","","","","","","CMM M Merida","","","","","","","","","N/A","","CMM Sureste_Yucatan","","","","","","",""
"0018a000020QMApAAO","0","","MX-CMX-100630178","","0128a000000NQFW","000000000000000AAA","FRANCISCO I. MADERO #216 COL.XOCHIMILCO SANTIAGUILLO","Huixquilucan","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","5575140581","","100630178","","","","","","","","Modelorama Francisco I Madero 06","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001017","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.256697","","","","","-99.22373","","","","","","","CMM Huixquilucan","","","","","","","","","N/A","","CMM Metropolitana","","","","","","",""
"0018a000020QMAqAAO","0","","MX-PUE-100630481","","0128a000000NQFW","000000000000000AAA","PERIFERICO TLAXCALA 257","CUAUTLANCINGO","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","2226811873","","100630481","","","","","","","","NP-MOD NUEVO LEON PERIFERICO","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001018","","","","","","","","","","","","","","","","Central-Bajio","","","","","","","","19.8308","","","","","-98.288795","","","","","","","CMM M Altiplano","","","","","","","","","N/A","","CMM Altiplano","","","","","","",""
"0018a000020QMArAAO","0","","MX-BCN-100631252","","0128a000000NQFW","000000000000000AAA","AV. BOCANA OJO DE LIEBRE M #650 LOTE 7, C.P. 22812","Ensenada","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6463415010","","100631252","","","","","","","","Modelorama 2000","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001019","","","","","","","","","","","","","","","","Norte","","","","","","","","31.893425","","","","","-116.556961","","","","","","","CMM M Ensenada","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
"0018a000020QMAsAAO","0","","MX-BCN-100631285","","0128a000000NQFW","000000000000000AAA","AV. ALISOS NO. 294, COL. RESIDENCIAL LOMAS, C.P. 22830","Ensenada","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6461483736","","100631285","","","","","","","","Modelorama Clamatos","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001020","","","","","","","","","","","","","","","","Norte","","","","","","","","31.879505","","","","","-116.603531","","","","","","","CMM M Ensenada","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
"0018a000020QMAtAAO","0","","MX-BCN-100631295","","0128a000000NQFW","000000000000000AAA","DEL BOSQUE 234","TIJUANA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6642125785","","100631295","","","","","","","","MODELORAMA DEL BOSQUE","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001021","","","","","","","","","","","","","","","","Norte","","","","","","","","32.51148","","","","","-116.83514","","","","","","","CMM M Tijuana","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
"0018a000020QMAuAAO","0","","MX-BCN-100631297","","0128a000000NQFW","000000000000000AAA","INGENIEROS CIVILES 9989","PLAYAS DE ROSARITO","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6631041013","","100631297","","","","","","","","NP-MODELORAMA DEL MAR","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001022","","","","","","","","","","","","","","","","Norte","","","","","","","","32.529681","","","","","-117.10656","","","","","","","CMM M Tijuana","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
"0018a000020QMAvAAO","0","","MX-BCN-100631321","","0128a000000NQFW","000000000000000AAA","LEON 23004","TIJUANA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6641672147","","100631321","","","","","","","","MODELORAMA ESTRELLA","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001023","","","","","","","","","","","","","","","","Norte","","","","","","","","32.50565","","","","","-116.87281","","","","","","","CMM M Tijuana","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
"0018a000020QMAxAAO","0","","MX-BCN-100631362","","0128a000000NQFW","000000000000000AAA","MONTE OLIMPO 27","TIJUANA","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6631113188","","100631362","","","","","","","","MODELORAMA LAS FUENTES","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001025","","","","","","","","","","","","","","","","Norte","","","","","","","","32.47007","","","","","-116.84498","","","","","","","CMM M Tijuana","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
"0018a000020QMAyAAO","0","","MX-BCN-100631418","","0128a000000NQFW","000000000000000AAA","AV. LAZARO CARDENAS NO. 655, COL. PORTICOS DEL MAR, C.P. 22785","Ensenada","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6461983746","","100631418","","","","","","","","Modelorama Porticos","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001026","","","","","","","","","","","","","","","","Norte","","","","","","","","31.783847","","","","","-116.58153","","","","","","","CMM M Ensenada","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
"0018a000020QMAzAAO","0","","MX-BCN-100631451","","0128a000000NQFW","000000000000000AAA","AV. REFORMA 1967, FRACC. VALLE VERDE, C.P. 22830","Ensenada","","","Mexico","","MX","","","","","","","","Mexico","","MX","","","","6461322706","","100631451","","","","","","","","Modelorama Valle Verde","","","MXN","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-02 00:14:15","0058a00000LN8cxAAD","2022-12-15 00:27:31","","0","","","","","000000000000000AAA","","ID-0001027","","","","","","","","","","","","","","","","Norte","","","","","","","","31.882551","","","","","-116.611137","","","","","","","CMM M Ensenada","","","","","","","","","N/A","","CMM Baja California","","","","","","",""
